Route No.,Bus No.,From,To,Distance (km)
RT439,PB-96-8106,Hoshiarpur,Patiala,178.6
RT586,PB-15-6794,Patiala,Bathinda,166.1
RT434,PB-31-2883,Hoshiarpur,Ferozepur,163.2
RT459,PB-85-9484,Moga,Pathankot,218.5
RT310,PB-22-6236,Bathinda,Mohali,223.6
RT444,PB-40-9935,Moga,Mohali,176.2
RT357,PB-91-9408,Moga,Patiala,163.6
RT221,PB-50-7714,Pathankot,Ludhiana,189.1
RT969,PB-41-5529,Chandigarh,Ludhiana,108.2
RT863,PB-81-9630,Ferozepur,Pathankot,231.5
RT431,PB-98-8175,Moga,Bathinda,88.6
RT407,PB-46-5159,Patiala,Ferozepur,214.0
RT850,PB-94-5227,Ludhiana,Bathinda,137.0
RT540,PB-97-4637,Jalandhar,Ludhiana,69.6
RT273,PB-62-2851,Moga,Jalandhar,85.2
RT901,PB-44-2697,Kapurthala,Amritsar,71.2
RT998,PB-28-8405,Bathinda,Ferozepur,103.2
RT834,PB-20-6471,Moga,Chandigarh,198.2
RT319,PB-57-4731,Moga,Bathinda,88.2
RT206,PB-61-6506,Moga,Ropar,152.8
RT478,PB-94-3595,Amritsar,Chandigarh,266.3
RT570,PB-32-7700,Chandigarh,Patiala,71.6
RT591,PB-69-3865,Hoshiarpur,Kapurthala,66.7
RT518,PB-92-9425,Hoshiarpur,Ludhiana,90.6
RT578,PB-12-6784,Kapurthala,Ferozepur,114.8
RT678,PB-61-2841,Pathankot,Bathinda,294.7
RT805,PB-53-4595,Bathinda,Mohali,216.4
RT832,PB-66-3150,Ludhiana,Jalandhar,63.4
RT662,PB-93-6642,Amritsar,Ferozepur,105.6
RT904,PB-74-8030,Amritsar,Ropar,207.1
RT954,PB-88-5077,Chandigarh,Pathankot,248.8
RT238,PB-35-8698,Chandigarh,Patiala,70.1
RT526,PB-93-2102,Bathinda,Ludhiana,138.1
RT664,PB-35-2531,Ludhiana,Patiala,101.8
RT896,PB-47-6338,Amritsar,Patiala,247.1
RT720,PB-91-9123,Pathankot,Mohali,238.0
RT444,PB-45-5396,Ferozepur,Kapurthala,108.5
RT813,PB-93-4958,Amritsar,Pathankot,125.0
RT286,PB-50-3667,Bathinda,Chandigarh,234.6
RT808,PB-63-6127,Bathinda,Pathankot,275.7
RT637,PB-64-4852,Amritsar,Hoshiarpur,120.9
RT618,PB-59-8782,Mohali,Chandigarh,8.1
RT291,PB-16-3382,Pathankot,Ferozepur,211.7
RT831,PB-61-3490,Moga,Ferozepur,63.1
RT285,PB-48-1405,Chandigarh,Ropar,43.2
RT917,PB-21-7071,Amritsar,Pathankot,125.5
RT988,PB-83-8908,Pathankot,Moga,204.7
RT428,PB-26-5958,Amritsar,Kapurthala,70.6
RT103,PB-66-1705,Ludhiana,Kapurthala,86.5
RT389,PB-57-4400,Patiala,Jalandhar,169.5
RT198,PB-66-5241,Mohali,Hoshiarpur,142.4
RT528,PB-84-1256,Pathankot,Amritsar,125.1
RT114,PB-31-5132,Hoshiarpur,Pathankot,99.2
RT818,PB-34-2808,Kapurthala,Amritsar,65.2
RT818,PB-54-8727,Kapurthala,Ropar,152.2
RT429,PB-12-5541,Bathinda,Ludhiana,139.9
RT211,PB-14-4521,Ferozepur,Mohali,241.4
RT899,PB-93-3871,Ludhiana,Bathinda,148.9
RT731,PB-78-9401,Kapurthala,Moga,81.0
RT550,PB-65-1668,Patiala,Kapurthala,192.6
RT113,PB-56-5230,Ferozepur,Hoshiarpur,163.3
RT703,PB-51-9977,Ferozepur,Mohali,243.2
RT482,PB-18-3474,Ferozepur,Amritsar,94.3
RT580,PB-51-9564,Pathankot,Mohali,232.4
RT321,PB-56-9140,Amritsar,Chandigarh,238.8
RT343,PB-16-3064,Bathinda,Ludhiana,147.0
RT111,PB-14-9448,Ropar,Amritsar,224.2
RT419,PB-92-4504,Chandigarh,Ropar,41.3
RT563,PB-82-3822,Amritsar,Hoshiarpur,121.6
RT990,PB-57-5429,Chandigarh,Bathinda,240.5
RT499,PB-19-6047,Bathinda,Amritsar,202.6
RT309,PB-27-5687,Jalandhar,Chandigarh,154.4
RT597,PB-64-2057,Patiala,Ropar,83.5
RT614,PB-75-2754,Hoshiarpur,Bathinda,211.0
RT525,PB-77-4589,Jalandhar,Patiala,162.3
RT924,PB-23-1766,Pathankot,Chandigarh,262.0
RT216,PB-35-8371,Bathinda,Ferozepur,106.8
RT366,PB-85-7801,Hoshiarpur,Ludhiana,85.0
RT663,PB-55-4702,Kapurthala,Ropar,146.5
RT592,PB-53-2008,Bathinda,Ferozepur,107.2
RT100,PB-83-7380,Kapurthala,Patiala,192.7
RT519,PB-18-8867,Ludhiana,Patiala,102.3
RT203,PB-65-8464,Ferozepur,Bathinda,107.9
RT204,PB-22-3919,Mohali,Patiala,60.1
RT665,PB-74-1664,Hoshiarpur,Jalandhar,49.1
RT490,PB-41-8667,Ferozepur,Mohali,254.4
RT779,PB-82-2118,Patiala,Amritsar,235.9
RT903,PB-14-6145,Jalandhar,Patiala,174.2
RT980,PB-88-6146,Moga,Ropar,152.5
RT948,PB-67-8042,Kapurthala,Chandigarh,180.6
RT275,PB-56-4001,Bathinda,Pathankot,304.0
RT700,PB-80-4426,Mohali,Hoshiarpur,144.7
RT412,PB-89-8596,Bathinda,Moga,91.8
RT318,PB-51-2548,Patiala,Jalandhar,159.5
RT990,PB-13-7684,Patiala,Moga,155.2
RT952,PB-77-1087,Ferozepur,Ropar,218.7
RT727,PB-19-5080,Ferozepur,Ropar,222.4
RT377,PB-97-3873,Bathinda,Mohali,224.4
RT492,PB-35-8720,Hoshiarpur,Patiala,163.8
RT298,PB-61-8342,Patiala,Pathankot,289.3
RT372,PB-20-8040,Bathinda,Kapurthala,164.3
RT608,PB-80-2739,Chandigarh,Ferozepur,266.6
RT335,PB-59-3913,Chandigarh,Amritsar,250.2
RT516,PB-84-6894,Jalandhar,Ropar,115.4
RT459,PB-74-9539,Chandigarh,Patiala,68.1
RT366,PB-47-5930,Moga,Amritsar,111.3
RT526,PB-17-9159,Patiala,Jalandhar,172.8
RT857,PB-92-6800,Ludhiana,Moga,86.3
RT329,PB-66-9372,Kapurthala,Ropar,146.0
RT221,PB-41-6634,Mohali,Hoshiarpur,151.3
RT961,PB-47-6806,Hoshiarpur,Amritsar,115.9
RT437,PB-79-8910,Amritsar,Chandigarh,239.0
RT307,PB-80-8951,Moga,Mohali,175.3
RT112,PB-28-9815,Ludhiana,Bathinda,145.7
RT705,PB-33-5601,Mohali,Kapurthala,183.4
RT648,PB-31-7150,Mohali,Ropar,44.1
RT955,PB-69-7843,Ferozepur,Hoshiarpur,172.7
RT936,PB-43-9483,Hoshiarpur,Jalandhar,48.8
RT233,PB-80-8414,Pathankot,Moga,211.0
RT548,PB-10-8012,Ferozepur,Ropar,216.9
RT458,PB-59-8807,Ferozepur,Jalandhar,117.7
RT200,PB-52-5791,Amritsar,Hoshiarpur,127.9
RT769,PB-90-1794,Chandigarh,Pathankot,236.0
RT818,PB-57-3991,Bathinda,Jalandhar,174.5
RT899,PB-97-3617,Patiala,Ropar,84.2
RT413,PB-90-3141,Amritsar,Moga,116.2
RT191,PB-18-2737,Kapurthala,Ferozepur,108.8
RT473,PB-95-8811,Hoshiarpur,Jalandhar,49.1
RT527,PB-21-8314,Jalandhar,Hoshiarpur,45.3
RT830,PB-17-2546,Chandigarh,Amritsar,260.1
RT563,PB-95-9472,Jalandhar,Mohali,164.8
RT826,PB-33-8904,Jalandhar,Bathinda,173.9
RT281,PB-78-8118,Kapurthala,Hoshiarpur,65.0
RT451,PB-53-2311,Jalandhar,Amritsar,88.1
RT357,PB-40-4530,Ropar,Patiala,89.5
RT705,PB-45-4187,Ludhiana,Jalandhar,69.5
RT706,PB-48-5708,Pathankot,Ropar,216.8
RT655,PB-87-6379,Moga,Kapurthala,77.6
RT916,PB-65-3478,Moga,Kapurthala,84.1
RT715,PB-23-4096,Mohali,Hoshiarpur,144.8
RT639,PB-85-1269,Jalandhar,Ferozepur,120.9
RT162,PB-46-8561,Ropar,Ludhiana,82.3
RT660,PB-57-4320,Bathinda,Patiala,166.6
RT796,PB-57-3572,Ropar,Jalandhar,122.6
RT158,PB-89-6651,Mohali,Chandigarh,7.8
RT727,PB-19-4650,Ropar,Bathinda,213.2
RT219,PB-10-3493,Patiala,Pathankot,267.5
RT271,PB-84-6670,Chandigarh,Mohali,8.3
RT576,PB-58-9253,Amritsar,Jalandhar,88.5
RT774,PB-59-9442,Bathinda,Ropar,209.3
RT724,PB-45-7963,Jalandhar,Chandigarh,154.8
RT273,PB-92-8040,Ferozepur,Patiala,218.2
RT274,PB-33-4369,Jalandhar,Kapurthala,22.9
RT770,PB-17-4375,Kapurthala,Ferozepur,112.2
RT327,PB-26-2644,Mohali,Bathinda,210.7
RT830,PB-61-8075,Patiala,Jalandhar,159.4
RT118,PB-95-6457,Chandigarh,Ropar,44.4
RT504,PB-66-1462,Patiala,Jalandhar,162.8
RT739,PB-32-2196,Moga,Ropar,169.1
RT639,PB-44-4100,Kapurthala,Hoshiarpur,63.9
RT633,PB-41-2640,Ropar,Ferozepur,235.8
RT369,PB-80-5474,Ropar,Ludhiana,75.9
RT724,PB-23-2520,Hoshiarpur,Kapurthala,64.5
RT775,PB-20-5295,Kapurthala,Bathinda,165.2
RT485,PB-32-4786,Ferozepur,Ropar,225.7
RT487,PB-17-4382,Moga,Mohali,192.2
RT473,PB-11-5176,Amritsar,Ludhiana,156.6
RT199,PB-73-9978,Hoshiarpur,Jalandhar,46.2
RT760,PB-61-7257,Moga,Amritsar,114.8
RT114,PB-16-2044,Hoshiarpur,Kapurthala,66.5
RT715,PB-47-6968,Hoshiarpur,Chandigarh,141.9
RT724,PB-18-5525,Chandigarh,Mohali,8.3
RT636,PB-90-6693,Bathinda,Amritsar,196.5
RT754,PB-11-3232,Chandigarh,Kapurthala,188.6
RT157,PB-31-8690,Bathinda,Ludhiana,139.0
RT932,PB-45-9198,Jalandhar,Bathinda,175.7
RT784,PB-41-5575,Chandigarh,Ludhiana,104.5
RT562,PB-15-3085,Mohali,Patiala,62.3
RT440,PB-59-2115,Moga,Ludhiana,85.0
RT141,PB-79-1021,Amritsar,Chandigarh,262.8
RT257,PB-93-7643,Ropar,Jalandhar,123.6
RT531,PB-49-3755,Amritsar,Moga,123.6
RT406,PB-29-7542,Amritsar,Jalandhar,88.6
RT839,PB-72-2047,Ludhiana,Ferozepur,153.3
RT880,PB-51-5472,Kapurthala,Pathankot,124.4
RT318,PB-21-5260,Moga,Kapurthala,83.7
RT505,PB-99-9809,Ludhiana,Ferozepur,139.2
RT869,PB-30-2482,Ludhiana,Chandigarh,103.8
RT416,PB-85-9962,Hoshiarpur,Patiala,171.7
RT402,PB-39-7245,Chandigarh,Ropar,44.4
RT211,PB-70-5006,Jalandhar,Ludhiana,68.0
RT667,PB-54-8303,Kapurthala,Patiala,191.4
RT407,PB-87-8785,Chandigarh,Jalandhar,157.6
RT455,PB-99-6276,Kapurthala,Ropar,149.6
RT151,PB-81-9721,Kapurthala,Moga,82.8
RT418,PB-92-9222,Chandigarh,Bathinda,217.2
RT242,PB-28-8641,Moga,Mohali,175.4
RT345,PB-76-3749,Ropar,Chandigarh,43.7
RT246,PB-69-1983,Moga,Patiala,163.1
RT317,PB-32-4442,Mohali,Kapurthala,177.6
RT411,PB-39-2544,Bathinda,Amritsar,184.3
RT804,PB-60-6326,Ludhiana,Mohali,109.3
RT983,PB-48-4445,Hoshiarpur,Moga,130.6
RT652,PB-86-2307,Bathinda,Jalandhar,170.9
RT117,PB-73-1600,Chandigarh,Mohali,8.0
RT369,PB-47-4583,Hoshiarpur,Pathankot,106.8
RT900,PB-81-1148,Hoshiarpur,Moga,132.7
RT320,PB-35-2810,Chandigarh,Jalandhar,153.4
RT847,PB-20-3312,Ropar,Patiala,89.1
RT982,PB-14-8158,Amritsar,Pathankot,120.5
RT209,PB-81-2449,Ferozepur,Patiala,210.5
RT403,PB-96-7272,Ludhiana,Pathankot,188.4
RT815,PB-38-2350,Jalandhar,Amritsar,87.2
RT290,PB-85-3643,Hoshiarpur,Amritsar,118.5
RT253,PB-50-8790,Mohali,Ropar,40.1
RT524,PB-53-1447,Kapurthala,Bathinda,163.8
RT304,PB-61-5719,Mohali,Hoshiarpur,152.0
RT867,PB-52-5464,Ludhiana,Jalandhar,68.1
RT185,PB-51-7135,Patiala,Moga,160.0
RT186,PB-89-4113,Ludhiana,Moga,81.4
RT992,PB-62-1466,Ferozepur,Ludhiana,152.4
RT615,PB-80-3394,Bathinda,Ropar,224.2
RT258,PB-88-8083,Ferozepur,Ludhiana,147.6
RT590,PB-12-6479,Jalandhar,Chandigarh,155.5
RT817,PB-89-7512,Amritsar,Ludhiana,148.8
RT420,PB-53-7809,Moga,Ferozepur,67.3
RT907,PB-78-9555,Bathinda,Pathankot,275.3
RT485,PB-15-4027,Pathankot,Mohali,243.1
RT222,PB-52-7242,Jalandhar,Pathankot,134.0
RT882,PB-15-4133,Hoshiarpur,Bathinda,200.2
RT665,PB-16-8132,Ferozepur,Bathinda,108.9
RT853,PB-60-9471,Jalandhar,Bathinda,163.9
RT698,PB-51-1031,Bathinda,Hoshiarpur,205.4
RT467,PB-65-7323,Chandigarh,Ropar,41.8
RT727,PB-50-6360,Mohali,Pathankot,253.6
RT469,PB-78-3610,Amritsar,Patiala,239.7
RT267,PB-66-8636,Ferozepur,Amritsar,105.8
RT452,PB-43-4449,Moga,Mohali,179.0
RT234,PB-10-6589,Mohali,Hoshiarpur,149.2
RT386,PB-21-6084,Pathankot,Patiala,265.3
RT470,PB-13-6001,Chandigarh,Ludhiana,110.6
RT319,PB-90-8663,Bathinda,Jalandhar,175.8
RT553,PB-12-8573,Ludhiana,Patiala,103.9
RT466,PB-41-5083,Ropar,Pathankot,204.6
RT623,PB-57-4949,Patiala,Jalandhar,171.3
RT150,PB-25-9909,Moga,Kapurthala,83.4
RT948,PB-66-8818,Ropar,Amritsar,202.9
RT590,PB-85-3329,Ropar,Mohali,41.6
RT744,PB-78-7525,Amritsar,Ludhiana,147.9
RT894,PB-48-6479,Ropar,Pathankot,199.1
RT170,PB-88-5840,Pathankot,Kapurthala,123.7
RT147,PB-29-1645,Patiala,Ropar,82.5
RT558,PB-64-1709,Ropar,Amritsar,208.5
RT680,PB-98-5882,Ludhiana,Pathankot,182.9
RT104,PB-47-7776,Hoshiarpur,Mohali,144.2
RT455,PB-29-2008,Ferozepur,Amritsar,101.3
RT519,PB-35-2213,Mohali,Pathankot,259.3
RT372,PB-76-1356,Ludhiana,Chandigarh,104.5
RT192,PB-83-8679,Jalandhar,Ludhiana,68.7
RT206,PB-58-1217,Kapurthala,Chandigarh,176.1
RT235,PB-48-3397,Amritsar,Mohali,251.0
RT957,PB-17-4088,Patiala,Kapurthala,195.0
RT329,PB-14-4010,Patiala,Moga,150.3
RT259,PB-25-2368,Hoshiarpur,Mohali,150.7
RT836,PB-90-5875,Jalandhar,Mohali,150.9
RT760,PB-62-2085,Ropar,Pathankot,212.0
RT729,PB-98-8639,Moga,Patiala,155.8
RT734,PB-80-7490,Ferozepur,Mohali,262.5
RT605,PB-68-1691,Ludhiana,Jalandhar,67.5
RT421,PB-97-2734,Ropar,Kapurthala,150.8
RT165,PB-73-6278,Mohali,Ferozepur,237.1
RT195,PB-63-9911,Jalandhar,Moga,80.4
RT163,PB-92-4864,Pathankot,Ropar,215.0
RT862,PB-25-5295,Bathinda,Chandigarh,216.9
RT173,PB-64-3747,Jalandhar,Ropar,124.6
RT439,PB-25-4330,Pathankot,Amritsar,122.8
RT139,PB-39-9806,Pathankot,Mohali,261.3
RT665,PB-57-3656,Ludhiana,Ferozepur,142.0
RT468,PB-30-7730,Hoshiarpur,Bathinda,214.4
RT839,PB-52-9322,Bathinda,Moga,82.6
RT196,PB-14-7484,Jalandhar,Kapurthala,24.7
RT213,PB-80-8024,Ropar,Kapurthala,152.9
RT746,PB-86-2817,Ferozepur,Ludhiana,141.5
RT663,PB-34-1986,Mohali,Moga,183.2
RT386,PB-58-8504,Chandigarh,Pathankot,236.2
RT989,PB-49-4829,Amritsar,Moga,118.0
RT449,PB-83-5495,Chandigarh,Mohali,8.3
RT183,PB-86-5850,Moga,Bathinda,88.9
RT117,PB-53-4186,Jalandhar,Chandigarh,171.0
RT736,PB-65-5909,Bathinda,Amritsar,191.1
RT331,PB-14-6653,Ferozepur,Jalandhar,123.8
RT346,PB-12-7164,Amritsar,Kapurthala,68.7
RT496,PB-81-1719,Bathinda,Patiala,179.5
RT353,PB-11-2511,Moga,Ferozepur,68.9
RT929,PB-82-3015,Hoshiarpur,Mohali,155.4
RT357,PB-76-8889,Pathankot,Bathinda,308.5
RT926,PB-37-9666,Mohali,Kapurthala,184.6
RT718,PB-39-8496,Ludhiana,Bathinda,149.1
RT198,PB-42-8897,Ropar,Pathankot,208.5
RT126,PB-41-4382,Ludhiana,Mohali,109.2
RT261,PB-86-4721,Chandigarh,Jalandhar,167.4
RT818,PB-49-8502,Ferozepur,Moga,66.7
RT423,PB-79-5443,Chandigarh,Jalandhar,155.7
RT293,PB-84-7655,Hoshiarpur,Amritsar,128.3
RT992,PB-30-1052,Mohali,Patiala,65.9
RT779,PB-66-2815,Amritsar,Ferozepur,95.2
RT702,PB-72-3651,Chandigarh,Hoshiarpur,142.0
RT424,PB-10-1628,Jalandhar,Patiala,162.1
RT198,PB-49-5455,Moga,Kapurthala,79.2
RT270,PB-47-3862,Amritsar,Mohali,241.0
RT644,PB-98-5993,Ferozepur,Ludhiana,144.1
RT510,PB-33-1446,Amritsar,Patiala,253.8
RT954,PB-40-4774,Pathankot,Ferozepur,208.0
RT934,PB-26-2178,Ropar,Bathinda,224.5
RT320,PB-34-2623,Kapurthala,Amritsar,71.3
RT203,PB-25-2951,Bathinda,Mohali,215.0
RT319,PB-17-8292,Mohali,Ropar,43.5
RT128,PB-35-5419,Chandigarh,Patiala,67.5
RT713,PB-87-1438,Moga,Ludhiana,79.7
RT178,PB-75-1068,Patiala,Hoshiarpur,166.0
RT869,PB-85-3529,Moga,Chandigarh,187.9
RT750,PB-43-2340,Ferozepur,Amritsar,103.1
RT260,PB-37-1469,Patiala,Bathinda,168.5
RT788,PB-84-5434,Amritsar,Chandigarh,252.7
RT264,PB-75-3161,Chandigarh,Bathinda,238.1
RT473,PB-32-9605,Ropar,Pathankot,216.6
RT458,PB-61-4960,Ropar,Kapurthala,151.9
RT159,PB-82-1860,Chandigarh,Ferozepur,245.6
RT751,PB-45-4760,Mohali,Amritsar,243.0
RT678,PB-78-9315,Moga,Ropar,152.1
RT613,PB-85-5767,Amritsar,Patiala,236.1
RT543,PB-56-2701,Hoshiarpur,Amritsar,115.2
RT768,PB-52-5275,Ropar,Mohali,43.2
RT909,PB-86-7140,Pathankot,Moga,204.5
RT336,PB-31-2458,Amritsar,Ludhiana,153.7
RT115,PB-63-1966,Hoshiarpur,Ferozepur,177.4
RT401,PB-78-7239,Ferozepur,Amritsar,99.6
RT369,PB-56-6302,Chandigarh,Hoshiarpur,142.2
RT462,PB-99-8900,Moga,Ferozepur,67.4
RT528,PB-14-7064,Hoshiarpur,Jalandhar,50.3
RT519,PB-38-7586,Patiala,Ropar,83.6
RT276,PB-65-5697,Moga,Bathinda,86.4
RT121,PB-47-6418,Hoshiarpur,Chandigarh,140.9
RT225,PB-69-1138,Amritsar,Ludhiana,147.0
RT186,PB-41-3545,Hoshiarpur,Jalandhar,48.4
RT848,PB-70-2907,Ropar,Ludhiana,81.6
RT976,PB-75-2358,Kapurthala,Hoshiarpur,62.3
RT429,PB-47-3102,Jalandhar,Chandigarh,161.0
RT741,PB-74-3251,Kapurthala,Patiala,179.0
RT792,PB-65-7411,Ferozepur,Bathinda,109.8
RT174,PB-35-5862,Ludhiana,Pathankot,196.6
RT627,PB-19-1390,Chandigarh,Patiala,72.6
RT536,PB-28-4892,Bathinda,Pathankot,293.0
RT752,PB-19-3129,Jalandhar,Ropar,114.6
RT781,PB-65-9774,Pathankot,Ludhiana,187.3
RT833,PB-38-3629,Ferozepur,Kapurthala,103.9
RT131,PB-21-3047,Ludhiana,Patiala,97.5
RT605,PB-42-6658,Pathankot,Mohali,246.4
RT857,PB-65-6592,Kapurthala,Patiala,188.5
RT458,PB-13-5428,Patiala,Hoshiarpur,180.3
RT264,PB-66-3933,Jalandhar,Ropar,124.7
RT339,PB-62-7382,Jalandhar,Mohali,162.7
RT524,PB-49-8280,Kapurthala,Hoshiarpur,62.5
RT340,PB-86-8135,Hoshiarpur,Ropar,108.4
RT682,PB-68-6246,Hoshiarpur,Mohali,154.3
RT360,PB-47-1910,Ferozepur,Ropar,227.0
RT715,PB-74-3438,Amritsar,Bathinda,202.4
RT808,PB-32-5415,Chandigarh,Kapurthala,174.4
RT813,PB-63-5368,Moga,Ludhiana,78.2
RT701,PB-48-4889,Amritsar,Ropar,202.5
RT378,PB-24-6284,Chandigarh,Ferozepur,247.3
RT456,PB-59-2009,Patiala,Kapurthala,183.6
RT163,PB-30-4716,Jalandhar,Ferozepur,117.9
RT664,PB-52-3104,Chandigarh,Kapurthala,179.4
RT749,PB-36-4109,Patiala,Pathankot,291.7
RT285,PB-18-2893,Hoshiarpur,Pathankot,102.1
RT836,PB-86-1901,Chandigarh,Kapurthala,175.4
RT182,PB-12-8297,Pathankot,Patiala,282.7
RT869,PB-27-6102,Jalandhar,Ropar,121.2
RT593,PB-95-1002,Pathankot,Chandigarh,248.8
RT931,PB-71-9097,Patiala,Ludhiana,97.8
RT711,PB-39-7480,Pathankot,Moga,211.1
RT709,PB-44-7839,Patiala,Bathinda,165.9
RT773,PB-77-4973,Amritsar,Pathankot,121.0
RT578,PB-87-3385,Pathankot,Ferozepur,210.4
RT530,PB-82-6644,Hoshiarpur,Pathankot,106.6
RT580,PB-65-7465,Ropar,Jalandhar,116.7
RT132,PB-69-3033,Mohali,Bathinda,226.4
RT129,PB-25-1190,Mohali,Pathankot,234.1
RT729,PB-63-7621,Bathinda,Patiala,174.0
RT270,PB-22-7092,Hoshiarpur,Bathinda,202.0
RT304,PB-35-7126,Hoshiarpur,Kapurthala,67.9
RT936,PB-40-1800,Kapurthala,Ropar,151.7
RT409,PB-70-5416,Pathankot,Ropar,200.8
RT343,PB-15-3481,Ropar,Jalandhar,126.0
RT917,PB-20-3586,Mohali,Patiala,66.1
RT502,PB-83-8378,Ludhiana,Jalandhar,69.2
RT498,PB-86-7274,Ropar,Ferozepur,221.7
RT139,PB-75-2141,Amritsar,Pathankot,130.1
RT766,PB-68-5911,Jalandhar,Moga,86.6
RT864,PB-94-8940,Ropar,Ludhiana,75.0
RT213,PB-89-1279,Chandigarh,Kapurthala,185.7
RT361,PB-19-7243,Ferozepur,Hoshiarpur,162.3
RT999,PB-96-7020,Jalandhar,Ludhiana,65.4
RT275,PB-99-4773,Bathinda,Ropar,209.1
RT118,PB-47-4508,Hoshiarpur,Amritsar,114.2
RT681,PB-99-2482,Moga,Jalandhar,85.0
RT642,PB-82-7030,Mohali,Jalandhar,152.2
RT389,PB-84-7550,Ferozepur,Ropar,215.0
RT192,PB-78-4485,Patiala,Chandigarh,69.2
RT138,PB-42-9269,Moga,Patiala,165.3
RT867,PB-44-9643,Pathankot,Moga,210.1
RT409,PB-41-8006,Mohali,Ludhiana,98.0
RT615,PB-74-9398,Jalandhar,Moga,87.7
RT266,PB-92-7236,Jalandhar,Patiala,163.5
RT888,PB-93-3457,Patiala,Amritsar,265.0
RT592,PB-94-7160,Hoshiarpur,Amritsar,122.7
RT128,PB-21-3567,Jalandhar,Kapurthala,23.7
RT433,PB-26-3970,Patiala,Pathankot,268.1
RT209,PB-75-7146,Kapurthala,Patiala,173.9
RT995,PB-91-1821,Jalandhar,Pathankot,135.7
RT216,PB-47-8391,Jalandhar,Ferozepur,130.9
RT188,PB-99-9118,Ropar,Chandigarh,46.1
RT942,PB-45-4265,Ropar,Bathinda,206.4
RT525,PB-18-2000,Mohali,Patiala,63.9
RT653,PB-92-4162,Moga,Mohali,177.8
RT286,PB-93-2134,Ludhiana,Ropar,79.2
RT952,PB-60-6273,Amritsar,Patiala,244.3
RT590,PB-99-5788,Ludhiana,Mohali,101.9
RT988,PB-30-6355,Kapurthala,Ludhiana,84.5
RT257,PB-41-9532,Chandigarh,Bathinda,223.7
RT377,PB-38-3060,Ludhiana,Hoshiarpur,87.1
RT640,PB-79-1048,Mohali,Pathankot,248.4
RT518,PB-66-4280,Ropar,Pathankot,214.8
RT784,PB-75-2907,Jalandhar,Chandigarh,163.5
RT349,PB-79-5343,Ludhiana,Bathinda,137.6
RT736,PB-55-3628,Kapurthala,Chandigarh,183.6
RT595,PB-80-2872,Bathinda,Patiala,180.5
RT475,PB-48-7443,Moga,Chandigarh,188.0
RT957,PB-93-2133,Pathankot,Chandigarh,235.9
RT352,PB-31-3838,Patiala,Ferozepur,220.9
RT763,PB-47-3809,Moga,Kapurthala,84.3
RT188,PB-36-7353,Ferozepur,Pathankot,214.2
RT359,PB-91-7320,Ludhiana,Chandigarh,107.7
RT424,PB-66-3222,Patiala,Amritsar,248.6
RT149,PB-80-2348,Amritsar,Patiala,243.9
RT154,PB-89-2554,Moga,Hoshiarpur,129.9
RT342,PB-73-5504,Moga,Chandigarh,198.9
RT240,PB-21-2167,Pathankot,Moga,201.8
RT124,PB-57-3940,Amritsar,Ferozepur,98.5
RT877,PB-72-8620,Kapurthala,Pathankot,124.3
RT353,PB-45-5915,Jalandhar,Ferozepur,124.7
RT754,PB-67-1062,Amritsar,Patiala,241.2
RT375,PB-31-6198,Chandigarh,Ropar,45.0
RT446,PB-69-8181,Ferozepur,Amritsar,96.5
RT264,PB-56-5059,Hoshiarpur,Bathinda,222.8
RT956,PB-70-8389,Moga,Jalandhar,87.8
RT301,PB-37-4901,Ferozepur,Kapurthala,105.6
RT865,PB-81-3236,Hoshiarpur,Ludhiana,87.4
RT371,PB-39-3194,Ropar,Ferozepur,217.6
RT542,PB-97-7111,Mohali,Ropar,40.6
RT696,PB-99-5565,Pathankot,Moga,200.1
RT760,PB-21-4828,Ropar,Pathankot,206.4
RT331,PB-10-1992,Kapurthala,Ferozepur,106.6
RT758,PB-42-3521,Jalandhar,Ferozepur,118.9
RT579,PB-49-1906,Bathinda,Ferozepur,106.5
RT111,PB-98-8713,Jalandhar,Patiala,156.2
RT456,PB-26-1900,Chandigarh,Pathankot,256.3
RT155,PB-92-4691,Ludhiana,Mohali,100.4
RT434,PB-33-3143,Hoshiarpur,Kapurthala,67.2
RT562,PB-38-5782,Ludhiana,Ropar,79.2
RT212,PB-90-8110,Mohali,Jalandhar,160.2
RT223,PB-27-3757,Pathankot,Mohali,249.9
RT409,PB-52-3618,Moga,Jalandhar,81.1
RT721,PB-75-4871,Ropar,Mohali,40.1
RT866,PB-74-6276,Ludhiana,Mohali,105.4
RT939,PB-16-4376,Jalandhar,Amritsar,88.7
RT795,PB-60-8700,Patiala,Ludhiana,99.8
RT912,PB-80-1707,Patiala,Ludhiana,102.2
RT982,PB-10-8324,Pathankot,Kapurthala,128.3
RT375,PB-21-1565,Pathankot,Patiala,266.6
RT421,PB-18-4373,Mohali,Moga,176.3
RT717,PB-90-3473,Ropar,Moga,164.0
RT960,PB-43-7453,Ludhiana,Kapurthala,85.0
RT342,PB-47-1098,Pathankot,Mohali,257.2
RT890,PB-17-6247,Chandigarh,Ludhiana,117.0
RT481,PB-94-9372,Amritsar,Kapurthala,69.2
RT534,PB-75-6211,Kapurthala,Bathinda,157.0
RT523,PB-43-5773,Ludhiana,Jalandhar,69.7
RT259,PB-42-2365,Jalandhar,Amritsar,88.4
RT206,PB-75-5208,Kapurthala,Mohali,186.9
RT982,PB-33-1269,Ludhiana,Chandigarh,116.9
